repository_name,date,views,unique_visitors/cloners
uarizona-salary-app,2023-06-23,1,1
Zcalbase_gal,2023-06-16,2,1
Zcalbase_gal,2023-06-18,1,1
Zcalbase_gal,2023-06-21,2,2
