repository_name,date,views,unique_visitors/cloners
system_profiler,2022-11-06,1,1
tep-usage-analysis,2022-10-31,2,1
test-github-stats,2022-11-04,5,2
uarizona-salary-app,2022-10-27,15,2
uarizona-salary-app,2022-10-28,8,3
uarizona-salary-app,2022-10-30,2,1
uarizona-salary-app,2022-11-02,1,1
uarizona-salary-app,2022-11-04,1,1
voxcharta-my-voting-record,2022-11-08,2,1
