date,path,title,count,uniques
2022-08-27,/astrochun/tep-usage-analysis/pulls,Pull requests · astrochun/tep-usage-analysis,9,1
2022-08-27,/astrochun/tep-usage-analysis,astrochun/tep-usage-analysis: Analyze TEP usage,6,1
2022-08-27,/astrochun/tep-usage-analysis/issues,Issues · astrochun/tep-usage-analysis,5,1
2022-08-27,/astrochun/tep-usage-analysis/pull/2,Module to load TEP CSV files by astrochun · Pull Request #2 · astrochun/tep-u...,5,1
2022-08-27,/astrochun/tep-usage-analysis/pull/2/files,Module to load TEP CSV files by astrochun · Pull Request #2 · astrochun/tep-u...,3,1
2022-08-27,/astrochun/tep-usage-analysis/issues/3,Chore: Package code with pyproject.toml · Issue #3 · astrochun/tep-usage-anal...,2,1
2022-08-27,/astrochun/tep-usage-analysis/pull/2/commits,Module to load TEP CSV files by astrochun · Pull Request #2 · astrochun/tep-u...,2,1
2022-08-27,/astrochun/tep-usage-analysis/pull/5,"Determine cost for Basic, TOU, and Peak Demand plans by astrochun · Pull Requ...",2,1
2022-08-27,/astrochun/tep-usage-analysis/pull/5/files,"Determine cost for Basic, TOU, and Peak Demand plans by astrochun · Pull Requ...",2,1
2022-08-27,/astrochun/tep-usage-analysis/branches,Branches · astrochun/tep-usage-analysis,1,1
2022-08-27,/astrochun/test-github-stats,astrochun/test-github-stats: Testing of GitHub action for GitHub pages deploy...,1,1
2022-08-27,/astrochun/test-stats,GitHub - astrochun/test-stats,1,1
2022-08-27,/astrochun/uarizona-salary-app,GitHub - astrochun/uarizona-salary-app: Streamlit app to illustrate Universit...,2,2
