repository_name,date,clones,unique_visitors/cloners
figshare_test2,2023-03-22,1,1
github-stats,2023-03-13,1,1
github-stats,2023-03-14,2,2
github-stats,2023-03-16,3,3
github-stats,2023-03-17,3,3
github-stats,2023-03-18,2,2
github-stats,2023-03-19,2,2
github-stats,2023-03-20,3,3
github-stats,2023-03-21,2,2
github-stats,2023-03-22,2,2
github-stats,2023-03-23,2,2
github-stats,2023-03-24,2,2
github-stats,2023-03-25,2,2
github-stats-pages,2023-03-13,1,1
github-stats-pages,2023-03-17,2,2
github-stats-pages,2023-03-24,7,6
GNIRSLongSlit,2023-03-17,1,1
GNIRSLongSlit,2023-03-21,1,1
Metallicity_Stack_Commons,2023-03-15,1,1
MMTtools,2023-03-14,1,1
MMTtools,2023-03-15,1,1
MMTtools,2023-03-19,1,1
MyExpressApp,2023-03-22,1,1
MZEnv,2023-03-23,1,1
PyEmLineFit,2023-03-15,1,1
site-hugo-academic,2023-03-23,1,1
sqltest-github-stats,2023-03-13,1,1
sqltest-github-stats,2023-03-14,4,3
sqltest-github-stats,2023-03-15,1,1
sqltest-github-stats,2023-03-16,4,3
sqltest-github-stats,2023-03-17,5,3
sqltest-github-stats,2023-03-18,5,3
sqltest-github-stats,2023-03-19,5,3
sqltest-github-stats,2023-03-20,4,3
sqltest-github-stats,2023-03-21,5,3
sqltest-github-stats,2023-03-22,5,3
sqltest-github-stats,2023-03-23,5,3
sqltest-github-stats,2023-03-24,3,2
sqltest-github-stats,2023-03-25,3,2
sqltest-github-stats,2023-03-26,6,4
system_profiler,2023-03-24,1,1
Telluric_Flux,2023-03-23,1,1
Telluric_Flux,2023-03-26,1,1
tep-usage-analysis,2023-03-15,1,1
tep-usage-analysis,2023-03-26,1,1
test-github-stats,2023-03-13,1,1
test-github-stats,2023-03-14,3,2
test-github-stats,2023-03-15,2,2
test-github-stats,2023-03-16,5,3
test-github-stats,2023-03-17,3,2
test-github-stats,2023-03-18,4,2
test-github-stats,2023-03-19,5,3
test-github-stats,2023-03-20,4,3
test-github-stats,2023-03-21,5,3
test-github-stats,2023-03-22,3,2
test-github-stats,2023-03-23,3,2
test-github-stats,2023-03-24,5,3
test-github-stats,2023-03-25,4,2
test-github-stats,2023-03-26,1,1
uarizona-salary-app,2023-03-17,1,1
voxcharta-my-voting-record,2023-03-22,1,1
Zcalbase,2023-03-23,1,1
Zcalbase_gal,2023-03-13,1,1
Zcalbase_gal,2023-03-15,1,1
