repository_name,date,views,unique_visitors/cloners
sqltest-github-stats,2022-08-10,3,1
sqltest-github-stats,2022-08-12,3,1
sqltest-github-stats,2022-08-17,3,1
tep-usage-analysis,2022-08-18,3,1
tep-usage-analysis,2022-08-19,1,1
tep-usage-analysis,2022-08-20,2,1
test-github-stats,2022-08-17,1,1
test-stats,2022-08-11,1,1
test-stats,2022-08-14,1,1
uarizona-salary-app,2022-08-16,1,1
