repository_name,site,views,unique_visitors/cloners
PeakFlows,github.com,2,1
test-github-stats,github.com,2,1
uarizona-salary-app,t.co,3,1
uarizona-salary-app,Google,2,2
Zcalbase_gal,github.com,1,1
