date,path,title,count,uniques
2022-11-18,/astrochun/github-stats-pages,GitHub - astrochun/github-stats-pages: Retrieve statistics for a user's repos...,5,5
2022-11-18,/astrochun/github-stats-pages/blob/main/.pre-commit-config.yaml,github-stats-pages/.pre-commit-config.yaml at main · astrochun/github-stats-p...,1,1
2022-11-18,/astrochun/github-stats-pages/issues,Issues · astrochun/github-stats-pages,1,1
2022-11-18,/astrochun/GNIRSLongSlit/blob/ca8642355070e0ecfd04a3ef5841de20ae9b5823/QA_wave_cal.py,GNIRSLongSlit/QA_wave_cal.py at ca8642355070e0ecfd04a3ef5841de20ae9b5823 · as...,1,1
2022-11-18,/astrochun/GNIRSLongSlit/commit/ca8642355070e0ecfd04a3ef5841de20ae9b5823,QA_wave_cal.residual_wave_cal: Use sigma_clipped_stats to remove outl… · astr...,1,1
2022-11-18,/astrochun/GNIRSLongSlit/tree/ca8642355070e0ecfd04a3ef5841de20ae9b5823,GitHub - astrochun/GNIRSLongSlit at ca8642355070e0ecfd04a3ef5841de20ae9b5823,1,1
2022-11-18,/astrochun/MMTtools,astrochun/MMTtools: A set of Python 2.7 and 3.x codes to use with data from MMT,1,1
2022-11-18,/astrochun/system_profiler,astrochun/system_profiler: Wrapper library for OS X system_profiler,1,1
2022-11-18,/astrochun/tep-usage-analysis,astrochun/tep-usage-analysis: Analyze TEP usage,1,1
2022-11-18,/astrochun/uarizona-salary-app,GitHub - astrochun/uarizona-salary-app: Streamlit app to illustrate Universit...,10,8
2022-11-18,/astrochun/uarizona-salary-app/blob/main/salary_app/etl.py,uarizona-salary-app/etl.py at main · astrochun/uarizona-salary-app · GitHub,1,1
2022-11-18,/astrochun/uarizona-salary-app/discussions,Discussions · astrochun/uarizona-salary-app · GitHub,1,1
2022-11-18,/astrochun/uarizona-salary-app/tree/main/assets,uarizona-salary-app/assets at main · astrochun/uarizona-salary-app · GitHub,1,1
2022-11-18,/astrochun/uarizona-salary-app/tree/main/salary_app,uarizona-salary-app/salary_app at main · astrochun/uarizona-salary-app · GitHub,1,1
2022-11-18,/astrochun/voxcharta-my-voting-record,GitHub - astrochun/voxcharta-my-voting-record: A Python tool to extract infor...,1,1
2022-11-18,/astrochun/voxcharta-my-voting-record/blob/main/.pre-commit-config.yaml,voxcharta-my-voting-record/.pre-commit-config.yaml at main · astrochun/voxcha...,1,1
