repository_name,date,views,unique_visitors/cloners
site-hugo-academic,2023-08-16,24,1
site-hugo-academic,2023-08-17,15,1
tep-usage-analysis,2023-08-21,2,1
tep-usage-analysis,2023-08-22,1,1
