repository_name,date,views,unique_visitors/cloners
test-github-stats,2023-03-14,2,1
uarizona-salary-app,2023-03-16,1,1
uarizona-salary-app,2023-03-17,1,1
uarizona-salary-app,2023-03-18,1,1
Zcalbase_gal,2023-03-21,2,1
