repository_name,date,clones,unique_visitors/cloners
sqltest-github-stats,2023-03-03,6,4
sqltest-github-stats,2023-03-04,3,2
sqltest-github-stats,2023-03-05,4,3
sqltest-github-stats,2023-03-06,4,3
sqltest-github-stats,2023-03-07,5,3
sqltest-github-stats,2023-03-08,3,2
sqltest-github-stats,2023-03-09,3,2
sqltest-github-stats,2023-03-10,4,3
sqltest-github-stats,2023-03-11,3,2
sqltest-github-stats,2023-03-12,3,2
sqltest-github-stats,2023-03-13,2,2
sqltest-github-stats,2023-03-14,4,3
sqltest-github-stats,2023-03-15,1,1
sqltest-github-stats,2023-03-16,4,3
tep-usage-analysis,2023-03-03,1,1
tep-usage-analysis,2023-03-15,1,1
test-github-stats,2023-03-03,4,3
test-github-stats,2023-03-04,4,2
test-github-stats,2023-03-05,4,3
test-github-stats,2023-03-06,5,4
test-github-stats,2023-03-07,6,4
test-github-stats,2023-03-08,3,2
test-github-stats,2023-03-09,3,2
test-github-stats,2023-03-10,3,2
test-github-stats,2023-03-11,7,5
test-github-stats,2023-03-12,5,4
test-github-stats,2023-03-13,4,3
test-github-stats,2023-03-14,3,2
test-github-stats,2023-03-15,2,2
test-github-stats,2023-03-16,5,3
test-stats,2023-03-03,1,1
uarizona-salary-app,2023-03-04,2,1
uarizona-salary-app,2023-03-13,1,1
voxcharta-my-voting-record,2023-03-03,2,2
voxcharta-my-voting-record,2023-03-09,1,1
Zcalbase,2023-03-06,1,1
Zcalbase,2023-03-10,1,1
Zcalbase,2023-03-11,1,1
Zcalbase_gal,2023-03-03,1,1
Zcalbase_gal,2023-03-09,1,1
Zcalbase_gal,2023-03-10,1,1
Zcalbase_gal,2023-03-11,1,1
Zcalbase_gal,2023-03-13,1,1
Zcalbase_gal,2023-03-15,1,1
