repository_name,date,views,unique_visitors/cloners
test-stats,2022-08-11,1,1
test-stats,2022-08-14,1,1
uarizona-salary-app,2022-08-16,1,1
Zcalbase,2022-08-08,6,1
Zcalbase_gal,2022-08-09,3,1
