repository_name,date,views,unique_visitors/cloners
uarizona-salary-app,2023-04-17,1,1
uarizona-salary-app,2023-04-19,5,2
Zcalbase_gal,2023-04-17,55,1
Zcalbase_gal,2023-04-25,1,1
Zcalbase_gal,2023-04-26,1,1
