repository_name,date,clones,unique_visitors/cloners
PyEmLineFit,2023-04-24,1,1
simplenodeapp,2023-04-22,1,1
simplenodeapp,2023-04-29,1,1
site-hugo-academic,2023-05-01,1,1
site-hugo-academic,2023-05-02,1,1
sqlmodel-learning,2023-04-27,1,1
sqltest-github-stats,2023-04-21,3,2
sqltest-github-stats,2023-04-22,5,4
sqltest-github-stats,2023-04-23,3,2
sqltest-github-stats,2023-04-24,4,3
sqltest-github-stats,2023-04-25,3,2
sqltest-github-stats,2023-04-26,3,2
sqltest-github-stats,2023-04-27,3,2
sqltest-github-stats,2023-04-28,6,4
sqltest-github-stats,2023-04-29,3,2
sqltest-github-stats,2023-04-30,3,2
sqltest-github-stats,2023-05-01,4,3
sqltest-github-stats,2023-05-02,3,2
sqltest-github-stats,2023-05-03,3,2
tep-usage-analysis,2023-04-30,1,1
test-github-stats,2023-04-21,3,2
test-github-stats,2023-04-22,4,2
test-github-stats,2023-04-23,3,2
test-github-stats,2023-04-24,4,3
test-github-stats,2023-04-25,1,1
test-github-stats,2023-04-26,3,2
test-github-stats,2023-04-27,3,2
test-github-stats,2023-04-28,3,2
test-github-stats,2023-04-29,4,2
test-github-stats,2023-04-30,3,2
test-github-stats,2023-05-01,5,4
test-github-stats,2023-05-02,3,2
test-github-stats,2023-05-03,3,2
test-stats,2023-05-03,1,1
uarizona-salary-app,2023-04-25,1,1
uarizona-salary-app,2023-05-02,1,1
voxcharta-my-voting-record,2023-04-28,1,1
voxcharta-my-voting-record,2023-05-03,1,1
Zcalbase,2023-04-23,1,1
