repository_name,site,views,unique_visitors/cloners
test-stats,github.com,1,1
uarizona-salary-app,Google,3,3
uarizona-salary-app,t.co,2,1
uarizona-salary-app,sapp4ua.herokuapp.com,1,1
Zcalbase,github.com,14,1
Zcalbase_gal,github.com,48,1
