repository_name,site,views,unique_visitors/cloners
academic-ads-bibtex,Google,2,2
academic-ads-bibtex,DuckDuckGo,1,1
github-stats,github.com,6,3
github-stats-pages,Google,6,6
github-stats-pages,github.com,2,2
