repository_name,site,views,unique_visitors/cloners
github-stats-pages,Google,4,4
github-stats-pages,DuckDuckGo,1,1
tep-usage-analysis,github.com,1,1
uarizona-salary-app,t.co,1,1
uarizona-salary-app,github.com,1,1
