repository_name,date,views,unique_visitors/cloners
github-stats-pages,2023-02-10,1,1
uarizona-salary-app,2023-02-08,4,1
uarizona-salary-app,2023-02-09,4,2
Zcalbase_gal,2023-01-29,1,1
