repository_name,date,clones,unique_visitors/cloners
Metallicity_Stack_Commons,2023-06-09,1,1
MMTtools,2023-06-13,1,1
PeakFlows,2023-06-05,1,1
simplenodeapp,2023-06-06,1,1
simplenodeapp,2023-06-08,2,2
simplenodeapp,2023-06-09,6,2
simplenodeapp,2023-06-12,3,3
simplenodeapp,2023-06-13,1,1
sqltest-github-stats,2023-06-05,2,2
sqltest-github-stats,2023-06-06,3,2
sqltest-github-stats,2023-06-07,3,2
sqltest-github-stats,2023-06-08,4,3
sqltest-github-stats,2023-06-09,4,3
sqltest-github-stats,2023-06-10,5,4
sqltest-github-stats,2023-06-11,3,2
sqltest-github-stats,2023-06-12,5,4
sqltest-github-stats,2023-06-13,3,2
sqltest-github-stats,2023-06-14,3,2
sqltest-github-stats,2023-06-15,4,3
sqltest-github-stats,2023-06-16,4,3
sqltest-github-stats,2023-06-17,5,3
sqltest-github-stats,2023-06-18,3,2
tep-usage-analysis,2023-06-12,1,1
test-github-stats,2023-06-05,2,2
test-github-stats,2023-06-06,3,2
test-github-stats,2023-06-07,3,2
test-github-stats,2023-06-08,5,4
test-github-stats,2023-06-09,4,3
test-github-stats,2023-06-10,5,3
test-github-stats,2023-06-11,4,3
test-github-stats,2023-06-12,5,4
test-github-stats,2023-06-13,3,2
test-github-stats,2023-06-14,3,2
test-github-stats,2023-06-15,1,1
test-github-stats,2023-06-16,4,3
test-github-stats,2023-06-17,6,3
test-github-stats,2023-06-18,4,3
test-stats,2023-06-16,1,1
uarizona-salary-app,2023-06-05,1,1
uarizona-salary-app,2023-06-09,2,2
uarizona-salary-app,2023-06-10,1,1
uarizona-salary-app,2023-06-12,1,1
uarizona-salary-app,2023-06-14,1,1
voxcharta-my-voting-record,2023-06-10,1,1
voxcharta-my-voting-record,2023-06-17,1,1
Zcalbase_gal,2023-06-12,1,1
