repository_name,date,views,unique_visitors/cloners
site-hugo-academic,2023-08-16,24,1
sqltest-github-stats,2023-08-07,5,1
tep-usage-analysis,2023-08-05,1,1
uarizona-salary-app,2023-08-09,4,2
Zcalbase_gal,2023-08-06,2,1
